Point	X	Y	Z
3548	0.115 cm	0.309 cm	0.122 cm
3549	0.116 cm	0.309 cm	0.12 cm
3550	0.116 cm	0.311 cm	0.122 cm
3551	0.116 cm	0.307 cm	0.119 cm
3552	0.117 cm	0.308 cm	0.118 cm
3553	0.117 cm	0.31 cm	0.119 cm
3554	0.117 cm	0.306 cm	0.117 cm
3555	0.119 cm	0.307 cm	0.116 cm
3556	0.119 cm	0.309 cm	0.117 cm
3557	0.119 cm	0.305 cm	0.115 cm
3558	0.12 cm	0.306 cm	0.113 cm
3559	0.12 cm	0.308 cm	0.115 cm
3560	0.12 cm	0.304 cm	0.112 cm
3561	0.121 cm	0.305 cm	0.111 cm
3562	0.121 cm	0.307 cm	0.112 cm
3563	0.121 cm	0.303 cm	0.11 cm
3564	0.122 cm	0.304 cm	0.108 cm
3565	0.122 cm	0.306 cm	0.11 cm
3566	0.121 cm	0.302 cm	0.107 cm
3567	0.122 cm	0.303 cm	0.106 cm
3568	0.123 cm	0.305 cm	0.107 cm
3569	0.122 cm	0.301 cm	0.104 cm
3570	0.123 cm	0.303 cm	0.103 cm
3571	0.123 cm	0.305 cm	0.104 cm
3572	0.123 cm	0.301 cm	0.102 cm
3573	0.124 cm	0.302 cm	0.1 cm
3574	0.124 cm	0.304 cm	0.102 cm
3575	0.123 cm	0.3 cm	0.099 cm
3576	0.124 cm	0.302 cm	0.098 cm
3577	0.125 cm	0.304 cm	0.099 cm
3578	0.124 cm	0.3 cm	0.097 cm
3579	0.125 cm	0.301 cm	0.095 cm
3580	0.125 cm	0.303 cm	0.097 cm
3581	0.124 cm	0.299 cm	0.094 cm
3582	0.125 cm	0.301 cm	0.093 cm
3583	0.125 cm	0.303 cm	0.094 cm
3584	0.124 cm	0.3 cm	0.091 cm
3585	0.125 cm	0.301 cm	0.09 cm
3586	0.126 cm	0.303 cm	0.091 cm
3587	0.124 cm	0.3 cm	0.089 cm
3588	0.112 cm	0.316 cm	0.127 cm
3589	0.108 cm	0.315 cm	0.13 cm
3590	0.055 cm	0.33 cm	0.11 cm
3591	0.055 cm	0.332 cm	0.109 cm
3592	0.057 cm	0.331 cm	0.11 cm
3593	0.057 cm	0.329 cm	0.111 cm
3594	0.042 cm	0.343 cm	0.113 cm
3595	0.044 cm	0.342 cm	0.112 cm
3596	0.043 cm	0.34 cm	0.112 cm
3597	0.042 cm	0.341 cm	0.113 cm
3598	0.109 cm	0.306 cm	0.088 cm
3599	0.11 cm	0.307 cm	0.087 cm
3600	0.11 cm	0.306 cm	0.087 cm
3601	0.109 cm	0.305 cm	0.087 cm
3602	0.051 cm	0.346 cm	0.113 cm
3603	0.052 cm	0.346 cm	0.113 cm
3604	0.052 cm	0.344 cm	0.112 cm
3605	0.051 cm	0.345 cm	0.112 cm
3606	0.051 cm	0.343 cm	0.111 cm
3607	0.051 cm	0.344 cm	0.112 cm
3608	0.05 cm	0.346 cm	0.113 cm
3609	0.043 cm	0.345 cm	0.113 cm
3610	0.045 cm	0.346 cm	0.113 cm
3611	0.046 cm	0.343 cm	0.111 cm
3612	0.042 cm	0.345 cm	0.114 cm
3613	0.046 cm	0.339 cm	0.11 cm
3614	0.046 cm	0.337 cm	0.111 cm
3615	0.082 cm	0.345 cm	0.113 cm
3616	0.082 cm	0.344 cm	0.112 cm
3617	0.08 cm	0.342 cm	0.112 cm
3618	0.079 cm	0.343 cm	0.113 cm
3619	0.079 cm	0.345 cm	0.114 cm
3620	0.081 cm	0.347 cm	0.114 cm
3621	0.078 cm	0.346 cm	0.115 cm
3622	0.08 cm	0.348 cm	0.115 cm
3623	0.083 cm	0.349 cm	0.114 cm
3624	0.084 cm	0.348 cm	0.113 cm
3625	0.083 cm	0.35 cm	0.115 cm
3626	0.08 cm	0.349 cm	0.115 cm
3627	0.082 cm	0.351 cm	0.116 cm
3628	0.085 cm	0.352 cm	0.115 cm
3629	0.086 cm	0.351 cm	0.114 cm
3630	0.085 cm	0.353 cm	0.116 cm
3631	0.082 cm	0.352 cm	0.116 cm
3632	0.084 cm	0.354 cm	0.117 cm
3633	0.087 cm	0.356 cm	0.117 cm
3634	0.088 cm	0.354 cm	0.116 cm
3635	0.086 cm	0.357 cm	0.118 cm
3636	0.083 cm	0.356 cm	0.118 cm
3637	0.085 cm	0.358 cm	0.118 cm
3638	0.088 cm	0.359 cm	0.118 cm
3639	0.089 cm	0.358 cm	0.117 cm
3640	0.087 cm	0.361 cm	0.119 cm
3641	0.084 cm	0.359 cm	0.119 cm
3642	0.086 cm	0.362 cm	0.12 cm
3643	0.089 cm	0.363 cm	0.119 cm
3644	0.09 cm	0.362 cm	0.119 cm
3645	0.087 cm	0.364 cm	0.12 cm
3646	0.085 cm	0.363 cm	0.12 cm
3647	0.086 cm	0.366 cm	0.121 cm
3648	0.089 cm	0.367 cm	0.121 cm
3649	0.09 cm	0.366 cm	0.12 cm
3650	0.088 cm	0.368 cm	0.121 cm
3651	0.085 cm	0.367 cm	0.121 cm
3652	0.086 cm	0.369 cm	0.122 cm
3653	0.089 cm	0.37 cm	0.122 cm
3654	0.09 cm	0.369 cm	0.121 cm
3655	0.087 cm	0.372 cm	0.122 cm
3656	0.085 cm	0.371 cm	0.122 cm
3657	0.086 cm	0.373 cm	0.123 cm
3658	0.088 cm	0.374 cm	0.123 cm
3659	0.09 cm	0.373 cm	0.123 cm
3660	0.087 cm	0.375 cm	0.123 cm
3661	0.084 cm	0.374 cm	0.123 cm
3662	0.085 cm	0.377 cm	0.124 cm
3663	0.087 cm	0.378 cm	0.124 cm
3664	0.089 cm	0.376 cm	0.124 cm
3665	0.085 cm	0.379 cm	0.124 cm
3666	0.083 cm	0.378 cm	0.124 cm
3667	0.083 cm	0.38 cm	0.125 cm
3668	0.086 cm	0.381 cm	0.126 cm
3669	0.088 cm	0.38 cm	0.125 cm
3670	0.084 cm	0.382 cm	0.126 cm
3671	0.081 cm	0.381 cm	0.125 cm
3672	0.082 cm	0.383 cm	0.126 cm
3673	0.085 cm	0.384 cm	0.127 cm
3674	0.087 cm	0.383 cm	0.127 cm
3675	0.082 cm	0.385 cm	0.128 cm
3676	0.079 cm	0.384 cm	0.126 cm
3677	0.08 cm	0.385 cm	0.128 cm
3678	0.077 cm	0.384 cm	0.126 cm
3679	0.077 cm	0.386 cm	0.128 cm
3680	0.074 cm	0.384 cm	0.127 cm
3681	0.075 cm	0.386 cm	0.128 cm
3682	0.074 cm	0.383 cm	0.125 cm
3683	0.072 cm	0.383 cm	0.125 cm
3684	0.072 cm	0.384 cm	0.127 cm
3685	0.077 cm	0.382 cm	0.125 cm
3686	0.072 cm	0.386 cm	0.129 cm
3687	0.07 cm	0.384 cm	0.127 cm
3688	0.069 cm	0.386 cm	0.129 cm
3689	0.067 cm	0.384 cm	0.127 cm
3690	0.067 cm	0.385 cm	0.129 cm
3691	0.065 cm	0.383 cm	0.127 cm
3692	0.064 cm	0.384 cm	0.129 cm
3693	0.065 cm	0.381 cm	0.126 cm
3694	0.063 cm	0.38 cm	0.126 cm
3695	0.062 cm	0.382 cm	0.127 cm
3696	0.067 cm	0.382 cm	0.126 cm
3697	0.062 cm	0.383 cm	0.129 cm
3698	0.06 cm	0.381 cm	0.127 cm
3699	0.06 cm	0.382 cm	0.129 cm
3700	0.058 cm	0.379 cm	0.127 cm
3701	0.058 cm	0.38 cm	0.129 cm
3702	0.056 cm	0.378 cm	0.127 cm
3703	0.056 cm	0.379 cm	0.129 cm
3704	0.057 cm	0.376 cm	0.126 cm
3705	0.056 cm	0.374 cm	0.126 cm
3706	0.055 cm	0.376 cm	0.127 cm
3707	0.059 cm	0.378 cm	0.126 cm
3708	0.054 cm	0.377 cm	0.129 cm
3709	0.053 cm	0.374 cm	0.127 cm
3710	0.052 cm	0.375 cm	0.129 cm
3711	0.051 cm	0.372 cm	0.127 cm
3712	0.05 cm	0.373 cm	0.128 cm
3713	0.05 cm	0.37 cm	0.126 cm
3714	0.049 cm	0.371 cm	0.127 cm
3715	0.051 cm	0.369 cm	0.125 cm
3716	0.05 cm	0.367 cm	0.124 cm
3717	0.049 cm	0.368 cm	0.125 cm
3718	0.053 cm	0.371 cm	0.125 cm
3719	0.048 cm	0.368 cm	0.126 cm
3720	0.048 cm	0.366 cm	0.124 cm
3721	0.046 cm	0.366 cm	0.125 cm
3722	0.047 cm	0.364 cm	0.123 cm
3723	0.045 cm	0.364 cm	0.124 cm
3724	0.046 cm	0.361 cm	0.122 cm
3725	0.044 cm	0.362 cm	0.123 cm
3726	0.047 cm	0.361 cm	0.121 cm
3727	0.046 cm	0.359 cm	0.12 cm
3728	0.045 cm	0.359 cm	0.12 cm
3729	0.048 cm	0.363 cm	0.122 cm
3730	0.044 cm	0.36 cm	0.121 cm
3731	0.044 cm	0.357 cm	0.119 cm
3732	0.043 cm	0.357 cm	0.12 cm
3733	0.044 cm	0.354 cm	0.117 cm
3734	0.042 cm	0.354 cm	0.118 cm
3735	0.043 cm	0.351 cm	0.116 cm
3736	0.042 cm	0.351 cm	0.117 cm
3737	0.045 cm	0.351 cm	0.115 cm
3738	0.045 cm	0.348 cm	0.114 cm
3739	0.043 cm	0.348 cm	0.114 cm
3740	0.045 cm	0.354 cm	0.117 cm
3741	0.042 cm	0.348 cm	0.115 cm
3742	0.049 cm	0.337 cm	0.11 cm
3743	0.048 cm	0.335 cm	0.11 cm
3744	0.051 cm	0.335 cm	0.109 cm
3745	0.05 cm	0.333 cm	0.11 cm
3746	0.052 cm	0.336 cm	0.109 cm
3747	0.054 cm	0.335 cm	0.109 cm
3748	0.053 cm	0.333 cm	0.109 cm
3749	0.05 cm	0.338 cm	0.109 cm
3750	0.053 cm	0.332 cm	0.11 cm
3751	0.084 cm	0.341 cm	0.111 cm
3752	0.084 cm	0.34 cm	0.11 cm
3753	0.082 cm	0.338 cm	0.11 cm
3754	0.081 cm	0.339 cm	0.111 cm
3755	0.081 cm	0.341 cm	0.112 cm
3756	0.083 cm	0.343 cm	0.111 cm
3757	0.085 cm	0.345 cm	0.111 cm
3758	0.086 cm	0.344 cm	0.111 cm
3759	0.085 cm	0.346 cm	0.112 cm
3760	0.087 cm	0.349 cm	0.113 cm
3761	0.088 cm	0.347 cm	0.112 cm
3762	0.086 cm	0.35 cm	0.114 cm
3763	0.089 cm	0.352 cm	0.114 cm
3764	0.09 cm	0.351 cm	0.113 cm
3765	0.088 cm	0.353 cm	0.115 cm
3766	0.09 cm	0.356 cm	0.116 cm
3767	0.091 cm	0.354 cm	0.115 cm
3768	0.09 cm	0.357 cm	0.116 cm
3769	0.092 cm	0.359 cm	0.117 cm
3770	0.092 cm	0.358 cm	0.116 cm
3771	0.091 cm	0.36 cm	0.118 cm
3772	0.092 cm	0.363 cm	0.118 cm
3773	0.093 cm	0.362 cm	0.118 cm
3774	0.091 cm	0.364 cm	0.119 cm
3775	0.093 cm	0.367 cm	0.12 cm
3776	0.094 cm	0.365 cm	0.119 cm
3777	0.091 cm	0.368 cm	0.121 cm
3778	0.093 cm	0.37 cm	0.122 cm
3779	0.094 cm	0.369 cm	0.121 cm
3780	0.091 cm	0.371 cm	0.122 cm
3781	0.093 cm	0.374 cm	0.123 cm
3782	0.094 cm	0.372 cm	0.123 cm
3783	0.091 cm	0.375 cm	0.124 cm
3784	0.092 cm	0.377 cm	0.125 cm
3785	0.094 cm	0.375 cm	0.124 cm
3786	0.09 cm	0.378 cm	0.125 cm
3787	0.091 cm	0.38 cm	0.126 cm
3788	0.093 cm	0.379 cm	0.126 cm
3789	0.089 cm	0.382 cm	0.127 cm
3790	0.086 cm	0.337 cm	0.108 cm
3791	0.087 cm	0.336 cm	0.107 cm
3792	0.085 cm	0.334 cm	0.107 cm
3793	0.084 cm	0.335 cm	0.108 cm
3794	0.083 cm	0.337 cm	0.109 cm
3795	0.085 cm	0.339 cm	0.109 cm
3796	0.087 cm	0.341 cm	0.109 cm
3797	0.088 cm	0.34 cm	0.108 cm
3798	0.087 cm	0.342 cm	0.11 cm
3799	0.089 cm	0.345 cm	0.11 cm
3800	0.09 cm	0.344 cm	0.109 cm
3801	0.088 cm	0.346 cm	0.111 cm
3802	0.091 cm	0.348 cm	0.111 cm
3803	0.092 cm	0.347 cm	0.111 cm
3804	0.09 cm	0.35 cm	0.112 cm
3805	0.093 cm	0.352 cm	0.113 cm
3806	0.093 cm	0.351 cm	0.112 cm
3807	0.092 cm	0.353 cm	0.114 cm
3808	0.094 cm	0.355 cm	0.114 cm
3809	0.095 cm	0.354 cm	0.113 cm
3810	0.093 cm	0.357 cm	0.115 cm
3811	0.095 cm	0.359 cm	0.116 cm
3812	0.096 cm	0.358 cm	0.115 cm
3813	0.094 cm	0.36 cm	0.117 cm
3814	0.096 cm	0.363 cm	0.117 cm
3815	0.097 cm	0.361 cm	0.116 cm
3816	0.095 cm	0.364 cm	0.118 cm
3817	0.097 cm	0.366 cm	0.119 cm
3818	0.098 cm	0.365 cm	0.118 cm
3819	0.095 cm	0.367 cm	0.12 cm
3820	0.097 cm	0.369 cm	0.121 cm
3821	0.098 cm	0.368 cm	0.12 cm
3822	0.096 cm	0.371 cm	0.122 cm
3823	0.097 cm	0.372 cm	0.123 cm
3824	0.099 cm	0.371 cm	0.122 cm
3825	0.096 cm	0.374 cm	0.124 cm
3826	0.097 cm	0.375 cm	0.125 cm
3827	0.098 cm	0.374 cm	0.124 cm
3828	0.095 cm	0.377 cm	0.126 cm
3829	0.087 cm	0.335 cm	0.106 cm
3830	0.088 cm	0.333 cm	0.105 cm
3831	0.086 cm	0.331 cm	0.106 cm
3832	0.086 cm	0.332 cm	0.107 cm
3833	0.09 cm	0.337 cm	0.106 cm
3834	0.09 cm	0.336 cm	0.105 cm
3835	0.089 cm	0.338 cm	0.107 cm
3836	0.091 cm	0.341 cm	0.108 cm
3837	0.092 cm	0.34 cm	0.107 cm
3838	0.09 cm	0.342 cm	0.108 cm
3839	0.093 cm	0.345 cm	0.109 cm
3840	0.094 cm	0.343 cm	0.108 cm
3841	0.092 cm	0.346 cm	0.11 cm
3842	0.095 cm	0.348 cm	0.11 cm
3843	0.095 cm	0.347 cm	0.109 cm
3844	0.094 cm	0.349 cm	0.111 cm
3845	0.096 cm	0.352 cm	0.111 cm
3846	0.097 cm	0.35 cm	0.11 cm
3847	0.096 cm	0.353 cm	0.112 cm
3848	0.098 cm	0.355 cm	0.113 cm
3849	0.099 cm	0.354 cm	0.112 cm
3850	0.097 cm	0.357 cm	0.114 cm
3851	0.099 cm	0.359 cm	0.114 cm
3852	0.1 cm	0.358 cm	0.113 cm
3853	0.098 cm	0.36 cm	0.115 cm
3854	0.1 cm	0.362 cm	0.116 cm
3855	0.101 cm	0.361 cm	0.115 cm
3856	0.099 cm	0.363 cm	0.117 cm
3857	0.101 cm	0.365 cm	0.118 cm
3858	0.102 cm	0.364 cm	0.117 cm
3859	0.1 cm	0.367 cm	0.119 cm
3860	0.101 cm	0.368 cm	0.121 cm
3861	0.102 cm	0.367 cm	0.12 cm
3862	0.1 cm	0.37 cm	0.121 cm
3863	0.101 cm	0.371 cm	0.123 cm
3864	0.103 cm	0.37 cm	0.122 cm
3865	0.1 cm	0.372 cm	0.124 cm
3866	0.089 cm	0.332 cm	0.105 cm
3867	0.09 cm	0.331 cm	0.104 cm
3868	0.088 cm	0.328 cm	0.104 cm
3869	0.087 cm	0.329 cm	0.105 cm
3870	0.091 cm	0.334 cm	0.105 cm
3871	0.092 cm	0.333 cm	0.104 cm
3872	0.093 cm	0.337 cm	0.105 cm
3873	0.094 cm	0.336 cm	0.104 cm
3874	0.093 cm	0.338 cm	0.106 cm
3875	0.095 cm	0.341 cm	0.106 cm
3876	0.096 cm	0.339 cm	0.105 cm
3877	0.094 cm	0.342 cm	0.107 cm
3878	0.097 cm	0.344 cm	0.107 cm
3879	0.097 cm	0.343 cm	0.106 cm
3880	0.096 cm	0.346 cm	0.108 cm
3881	0.099 cm	0.348 cm	0.108 cm
3882	0.099 cm	0.347 cm	0.108 cm
3883	0.098 cm	0.349 cm	0.109 cm
3884	0.1 cm	0.351 cm	0.11 cm
3885	0.101 cm	0.35 cm	0.109 cm
3886	0.099 cm	0.353 cm	0.111 cm
3887	0.102 cm	0.355 cm	0.111 cm
3888	0.103 cm	0.354 cm	0.11 cm
3889	0.101 cm	0.356 cm	0.112 cm
3890	0.103 cm	0.358 cm	0.113 cm
3891	0.104 cm	0.357 cm	0.112 cm
3892	0.102 cm	0.36 cm	0.114 cm
3893	0.104 cm	0.362 cm	0.115 cm
3894	0.105 cm	0.36 cm	0.114 cm
3895	0.103 cm	0.363 cm	0.116 cm
3896	0.105 cm	0.364 cm	0.117 cm
3897	0.106 cm	0.363 cm	0.116 cm
3898	0.104 cm	0.366 cm	0.119 cm
3899	0.105 cm	0.367 cm	0.12 cm
3900	0.107 cm	0.366 cm	0.119 cm
3901	0.104 cm	0.368 cm	0.121 cm
3902	0.09 cm	0.329 cm	0.103 cm
3903	0.091 cm	0.328 cm	0.102 cm
3904	0.089 cm	0.326 cm	0.103 cm
3905	0.089 cm	0.327 cm	0.103 cm
3906	0.092 cm	0.332 cm	0.103 cm
3907	0.093 cm	0.331 cm	0.102 cm
3908	0.095 cm	0.334 cm	0.103 cm
3909	0.095 cm	0.333 cm	0.102 cm
3910	0.097 cm	0.337 cm	0.103 cm
3911	0.098 cm	0.336 cm	0.103 cm
3912	0.096 cm	0.338 cm	0.104 cm
3913	0.099 cm	0.34 cm	0.105 cm
3914	0.099 cm	0.339 cm	0.104 cm
3915	0.098 cm	0.342 cm	0.105 cm
3916	0.101 cm	0.344 cm	0.106 cm
3917	0.101 cm	0.343 cm	0.105 cm
3918	0.1 cm	0.345 cm	0.107 cm
3919	0.102 cm	0.348 cm	0.107 cm
3920	0.103 cm	0.346 cm	0.106 cm
3921	0.102 cm	0.349 cm	0.108 cm
3922	0.104 cm	0.351 cm	0.108 cm
3923	0.105 cm	0.35 cm	0.107 cm
3924	0.103 cm	0.352 cm	0.109 cm
3925	0.106 cm	0.354 cm	0.11 cm
3926	0.107 cm	0.353 cm	0.109 cm
3927	0.105 cm	0.356 cm	0.111 cm
3928	0.107 cm	0.357 cm	0.112 cm
3929	0.108 cm	0.356 cm	0.111 cm
3930	0.106 cm	0.359 cm	0.113 cm
3931	0.108 cm	0.36 cm	0.114 cm
3932	0.109 cm	0.359 cm	0.113 cm
3933	0.107 cm	0.362 cm	0.115 cm
3934	0.109 cm	0.363 cm	0.117 cm
3935	0.11 cm	0.362 cm	0.115 cm
3936	0.108 cm	0.364 cm	0.118 cm
3937	0.092 cm	0.327 cm	0.101 cm
3938	0.093 cm	0.326 cm	0.1 cm
3939	0.091 cm	0.323 cm	0.101 cm
3940	0.09 cm	0.324 cm	0.102 cm
3941	0.094 cm	0.33 cm	0.101 cm
3942	0.095 cm	0.329 cm	0.1 cm
3943	0.096 cm	0.332 cm	0.101 cm
3944	0.097 cm	0.331 cm	0.1 cm
3945	0.098 cm	0.334 cm	0.102 cm
3946	0.099 cm	0.333 cm	0.101 cm
3947	0.101 cm	0.337 cm	0.102 cm
3948	0.102 cm	0.336 cm	0.101 cm
3949	0.1 cm	0.338 cm	0.103 cm
3950	0.103 cm	0.34 cm	0.103 cm
3951	0.103 cm	0.339 cm	0.102 cm
3952	0.102 cm	0.341 cm	0.104 cm
3953	0.105 cm	0.344 cm	0.104 cm
3954	0.105 cm	0.342 cm	0.103 cm
3955	0.104 cm	0.345 cm	0.105 cm
3956	0.106 cm	0.347 cm	0.105 cm
3957	0.107 cm	0.345 cm	0.104 cm
3958	0.106 cm	0.348 cm	0.106 cm
3959	0.108 cm	0.35 cm	0.107 cm
3960	0.109 cm	0.349 cm	0.106 cm
3961	0.107 cm	0.351 cm	0.108 cm
3962	0.11 cm	0.353 cm	0.108 cm
3963	0.111 cm	0.352 cm	0.107 cm
3964	0.109 cm	0.355 cm	0.11 cm
3965	0.111 cm	0.356 cm	0.111 cm
3966	0.112 cm	0.354 cm	0.109 cm
3967	0.11 cm	0.357 cm	0.112 cm
3968	0.112 cm	0.358 cm	0.113 cm
3969	0.113 cm	0.357 cm	0.112 cm
3970	0.111 cm	0.36 cm	0.114 cm
3971	0.095 cm	0.324 cm	0.099 cm
3972	0.096 cm	0.323 cm	0.098 cm
3973	0.094 cm	0.321 cm	0.098 cm
3974	0.093 cm	0.322 cm	0.099 cm
3975	0.092 cm	0.323 cm	0.1 cm
3976	0.094 cm	0.325 cm	0.1 cm
3977	0.096 cm	0.328 cm	0.099 cm
3978	0.097 cm	0.327 cm	0.099 cm
3979	0.098 cm	0.33 cm	0.1 cm
3980	0.099 cm	0.329 cm	0.099 cm
3981	0.1 cm	0.332 cm	0.1 cm
3982	0.101 cm	0.331 cm	0.099 cm
3983	0.102 cm	0.334 cm	0.1 cm
3984	0.103 cm	0.333 cm	0.099 cm
3985	0.105 cm	0.336 cm	0.1 cm
3986	0.105 cm	0.335 cm	0.099 cm
3987	0.104 cm	0.338 cm	0.101 cm
3988	0.107 cm	0.34 cm	0.101 cm
3989	0.107 cm	0.338 cm	0.1 cm
3990	0.106 cm	0.341 cm	0.102 cm
3991	0.109 cm	0.343 cm	0.102 cm
3992	0.109 cm	0.341 cm	0.101 cm
3993	0.108 cm	0.344 cm	0.103 cm
3994	0.11 cm	0.346 cm	0.104 cm
3995	0.111 cm	0.344 cm	0.103 cm
3996	0.11 cm	0.347 cm	0.105 cm
3997	0.112 cm	0.349 cm	0.105 cm
3998	0.113 cm	0.347 cm	0.104 cm
3999	0.111 cm	0.35 cm	0.106 cm
4000	0.114 cm	0.351 cm	0.107 cm
4001	0.115 cm	0.35 cm	0.106 cm
4002	0.113 cm	0.353 cm	0.108 cm
4003	0.115 cm	0.354 cm	0.109 cm
4004	0.116 cm	0.352 cm	0.108 cm
4005	0.114 cm	0.355 cm	0.111 cm
4006	0.098 cm	0.322 cm	0.096 cm
4007	0.1 cm	0.321 cm	0.095 cm
4008	0.098 cm	0.319 cm	0.096 cm
4009	0.097 cm	0.32 cm	0.096 cm
4010	0.096 cm	0.32 cm	0.097 cm
4011	0.097 cm	0.323 cm	0.097 cm
4012	0.099 cm	0.325 cm	0.097 cm
4013	0.1 cm	0.324 cm	0.096 cm
4014	0.098 cm	0.326 cm	0.098 cm
4015	0.1 cm	0.328 cm	0.098 cm
4016	0.101 cm	0.327 cm	0.097 cm
4017	0.102 cm	0.33 cm	0.098 cm
4018	0.103 cm	0.329 cm	0.097 cm
4019	0.104 cm	0.332 cm	0.098 cm
4020	0.105 cm	0.331 cm	0.097 cm
4021	0.106 cm	0.334 cm	0.099 cm
4022	0.107 cm	0.333 cm	0.098 cm
4023	0.109 cm	0.335 cm	0.099 cm
4024	0.109 cm	0.334 cm	0.098 cm
4025	0.108 cm	0.337 cm	0.1 cm
4026	0.11 cm	0.338 cm	0.1 cm
4027	0.111 cm	0.337 cm	0.099 cm
4028	0.11 cm	0.34 cm	0.101 cm
4029	0.112 cm	0.341 cm	0.101 cm
4030	0.113 cm	0.339 cm	0.1 cm
4031	0.112 cm	0.343 cm	0.102 cm
4032	0.114 cm	0.344 cm	0.102 cm
4033	0.115 cm	0.342 cm	0.101 cm
4034	0.114 cm	0.345 cm	0.103 cm
4035	0.116 cm	0.346 cm	0.104 cm
4036	0.117 cm	0.344 cm	0.103 cm
4037	0.115 cm	0.348 cm	0.105 cm
4038	0.117 cm	0.348 cm	0.106 cm
4039	0.118 cm	0.347 cm	0.105 cm
4040	0.117 cm	0.35 cm	0.107 cm
4041	0.101 cm	0.32 cm	0.095 cm
4042	0.102 cm	0.319 cm	0.094 cm
4043	0.101 cm	0.318 cm	0.094 cm
4044	0.1 cm	0.318 cm	0.095 cm
4045	0.103 cm	0.322 cm	0.094 cm
4046	0.104 cm	0.321 cm	0.094 cm
4047	0.101 cm	0.323 cm	0.095 cm
4048	0.103 cm	0.325 cm	0.095 cm
4049	0.104 cm	0.324 cm	0.094 cm
4050	0.102 cm	0.326 cm	0.096 cm
4051	0.104 cm	0.328 cm	0.096 cm
4052	0.105 cm	0.327 cm	0.095 cm
4053	0.106 cm	0.33 cm	0.096 cm
4054	0.107 cm	0.328 cm	0.095 cm
4055	0.108 cm	0.331 cm	0.097 cm
4056	0.109 cm	0.33 cm	0.096 cm
4057	0.11 cm	0.332 cm	0.097 cm
4058	0.111 cm	0.331 cm	0.096 cm
4059	0.112 cm	0.333 cm	0.097 cm
4060	0.113 cm	0.332 cm	0.096 cm
4061	0.112 cm	0.335 cm	0.098 cm
4062	0.114 cm	0.336 cm	0.098 cm
4063	0.115 cm	0.334 cm	0.097 cm
4064	0.113 cm	0.338 cm	0.099 cm
4065	0.116 cm	0.338 cm	0.099 cm
4066	0.116 cm	0.337 cm	0.098 cm
4067	0.115 cm	0.34 cm	0.1 cm
4068	0.118 cm	0.341 cm	0.101 cm
4069	0.118 cm	0.339 cm	0.1 cm
4070	0.117 cm	0.343 cm	0.102 cm
4071	0.119 cm	0.343 cm	0.103 cm
4072	0.12 cm	0.341 cm	0.101 cm
4073	0.119 cm	0.345 cm	0.104 cm
4074	0.103 cm	0.318 cm	0.093 cm
4075	0.104 cm	0.317 cm	0.092 cm
4076	0.103 cm	0.315 cm	0.093 cm
4077	0.102 cm	0.317 cm	0.093 cm
4078	0.105 cm	0.32 cm	0.093 cm
4079	0.106 cm	0.318 cm	0.092 cm
4080	0.106 cm	0.321 cm	0.092 cm
4081	0.107 cm	0.32 cm	0.092 cm
4082	0.105 cm	0.323 cm	0.093 cm
4083	0.107 cm	0.324 cm	0.093 cm
4084	0.108 cm	0.323 cm	0.092 cm
4085	0.106 cm	0.326 cm	0.094 cm
4086	0.108 cm	0.327 cm	0.094 cm
4087	0.109 cm	0.326 cm	0.093 cm
4088	0.11 cm	0.328 cm	0.094 cm
4089	0.11 cm	0.327 cm	0.093 cm
4090	0.112 cm	0.329 cm	0.094 cm
4091	0.112 cm	0.328 cm	0.093 cm
4092	0.114 cm	0.33 cm	0.094 cm
4093	0.114 cm	0.329 cm	0.093 cm
4094	0.116 cm	0.331 cm	0.095 cm
4095	0.116 cm	0.329 cm	0.093 cm
4096	0.115 cm	0.333 cm	0.096 cm
4097	0.117 cm	0.333 cm	0.096 cm
4098	0.118 cm	0.331 cm	0.095 cm
4099	0.117 cm	0.335 cm	0.097 cm
4100	0.119 cm	0.335 cm	0.097 cm
4101	0.12 cm	0.333 cm	0.096 cm
4102	0.119 cm	0.337 cm	0.099 cm
4103	0.121 cm	0.337 cm	0.099 cm
4104	0.121 cm	0.335 cm	0.098 cm
4105	0.12 cm	0.339 cm	0.1 cm
4106	0.105 cm	0.316 cm	0.091 cm
4107	0.106 cm	0.314 cm	0.091 cm
4108	0.105 cm	0.313 cm	0.091 cm
4109	0.104 cm	0.314 cm	0.092 cm
4110	0.107 cm	0.317 cm	0.091 cm
4111	0.107 cm	0.316 cm	0.09 cm
4112	0.108 cm	0.318 cm	0.091 cm
4113	0.109 cm	0.317 cm	0.09 cm
4114	0.109 cm	0.32 cm	0.09 cm
4115	0.11 cm	0.318 cm	0.089 cm
4116	0.109 cm	0.321 cm	0.091 cm
4117	0.11 cm	0.322 cm	0.091 cm
4118	0.111 cm	0.321 cm	0.09 cm
4119	0.109 cm	0.324 cm	0.092 cm
4120	0.111 cm	0.325 cm	0.092 cm
4121	0.112 cm	0.324 cm	0.091 cm
4122	0.113 cm	0.326 cm	0.092 cm
4123	0.114 cm	0.324 cm	0.091 cm
4124	0.115 cm	0.327 cm	0.092 cm
4125	0.116 cm	0.325 cm	0.091 cm
4126	0.117 cm	0.328 cm	0.092 cm
4127	0.118 cm	0.326 cm	0.091 cm
4128	0.119 cm	0.328 cm	0.093 cm
4129	0.119 cm	0.326 cm	0.091 cm
